מספר,מקט,"תאור פריט",כמות,"תאריך קניה","מס חשבונית","סיבת החזרה"
1,SU027A,"טונר סמסונג כחול CLT-C504S 1.8K SU027A",1,28/06/2020,447943,"מוצר פגום"
2,SU887A,"טונר סמסונג שחור MLT-D203E 10K SU887A",1,28/06/2020,447943,"מוצר פגום"
3,SU086A,"טונר סמסונג כחול CLT-C609S 7K SU086A",1,28/06/2020,447943,"מוצר פגום"
4,,"אימג’ינג יוניט סמסונג SCX-R6555A SV223A",1,28/06/2020,447943,"מוצר פגום"
