מספר,מקט,"תאור פריט",כמות,"תאריך קניה","מס חשבונית","סיבת החזרה"
1,HPF6V24AE,"ראש דיו צבעוני HP 652 F6V24AE",3,05/03/2020,442575,"מוצר פגום"
2,HPF6V25AE,"ראש דיו שחור HP 652 F6V25AE",1,05/03/2020,442575,"מוצר פגום"
3,,,,,,
4,HP102Z,"ראש דיו צבעוני HP 650 CZ102AE",1,05/03/2020,442575,"מוצר פגום"
