מספר,מקט,"תאור פריט",כמות,"תאריך קניה","מס חשבונית","סיבת החזרה"
1,HPF6V24AE,"ראש דיו צבעוני HP 652 F6V24AE",1,11/06/2020,445697,"מוצר פגום"
2,HPF6V24AE,"ראש דיו צבעוני HP 652 F6V24AE",1,21/05/2020,445697,"מוצר פגום"
3,,"אימג’ינג יוניט סמסונג MLT-R307 SV154A",3,20/04/2020,444021,"מוצר פגום"
