מספר,מקט,"תאור פריט",כמות,"תאריך קניה","מס חשבונית","סיבת החזרה"
1,SU027A,"טונר סמסונג כחול CLT-C504S 1.8K SU027A",8,26/04/20,444265,"מוצר פגום"
2,,,,,,
3,SU294A,"טונר סמסונג אדום CLT-M504S 1.8K SU294A",1,26/04/20,444265,"מוצר פגום"
4,SU160A,"טונר סמסונג שחור CLT-K504S 2.5K SU160A",2,26/04/20,444265,"מוצר פגום"
5,,"אימג’ינג יוניט סמסונג SCX-R6555A SV223A",3,13/05/20,445218,"מוצר פגום"
