מספר,מקט,"תאור פריט",כמות,"תאריך קניה","מס חשבונית","סיבת החזרה"
1,SU027A,"טונר סמסונג כחול CLT-C504S 1.8K SU027A",1,07/09/2020,452135,"מוצר פגום"
2,SU027A,"טונר סמסונג כחול CLT-C504S 1.8K SU027A",1,30/12/2020,459561,"מוצר פגום"
