מספר,מקט,"תאור פריט",כמות,"תאריך קניה","מס חשבונית","סיבת החזרה"
1,,"ראש דיו מג’נטה  HP 912XL",2,25/06/2020,447859,"הזמנה בוטלה ע""י לקוח"
2,,,,,,
3,3YL81AE,"ראש דיו ציאן  HP 912XL 3YL81AE",2,25/06/2020,447859,"נא לבחור סיבה"
4,3YL83AE,"ראש דיו צהוב  HP 912XL 3YL83AE",2,25/06/2020,447859,"הזמנה בוטלה ע""י לקוח"
5,3YL84AE,"ראש דיו שחור HP 912XL 3YL84AE",2,25/06/2020,447859,"הזמנה בוטלה ע""י לקוח"
