מספר,מקט,"תאור פריט",כמות,"תאריך קניה","מס חשבונית","סיבת החזרה"
1,T6M15AE,"ראש דיו שחור HP 903XL T6M15AE",1,01/06/2020,438064,"מוצר פגום"
2,T6M15AE,"ראש דיו שחור HP 903XL T6M15AE",1,01/06/2020,438064,"מוצר פגום"
3,T6M15AE,"ראש דיו שחור HP 903XL T6M15AE",1,01/06/2020,438064,"מוצר פגום"
4,L0S70AE,"ראש דיו שחור HP 953XL L0S70AE",1,01/06/2020,438064,"מוצר פגום"
