מספר,מקט,"תאור פריט",כמות,"תאריך קניה","מס חשבונית","סיבת החזרה"
1,C13T945240,"דיו ציאן אפסון C13T945240 5210 5K",1,16/06/2020,447259,"הזמנה בוטלה ע""י לקוח"
2,C13T945340,"דיו מגנטה  אפסון C13T945340 5210 5K",1,16/06/2020,447259,"הזמנה בוטלה ע""י לקוח"
3,C13T945440,"דיו צהוב אפסון C13T945440 5210 5K",1,16/06/2020,447259,"הזמנה בוטלה ע""י לקוח"
4,C13T945140,"דיו שחור אפסון C13T945140 5210 5K",1,16/06/2020,447259,"הזמנה בוטלה ע""י לקוח"
