מספר,מקט,"תאור פריט",כמות,"תאריך קניה","מס חשבונית","סיבת החזרה"
1,,,,,,
2,HP973,"ראש דיו אדום HP 920XL CD973AE",1,25/08/2020,123414,"לא הוזמן ע""י לקוח"
3,HP975,"ראש דיו שחור HP 920XL CD975AE",1,20/08/2020,321112,"לא הוזמן ע""י לקוח"
