מספר,מקט,"תאור פריט",כמות,"תאריך קניה","מס חשבונית","סיבת החזרה"
1,CZ136A,"ראש דיו צהוב HP 711 CZ136A 3PK",1,24/11/2020,457022,"הזמנה בוטלה ע""י לקוח"
2,CZ135A,"ראש דיו אדום  HP 711 CZ135A",1,24/11/2020,457022,"הזמנה בוטלה ע""י לקוח"
3,CZ134A,"ראש דיו כחול  HP 711 CZ134A",1,24/11/2020,457022,"הזמנה בוטלה ע""י לקוח"
4,CZ133A,"ראש דיו שחור HP 711 CZ133A 80ml",3,24/11/2020,457022,"הזמנה בוטלה ע""י לקוח"
