מספר,מקט,"תאור פריט",כמות,"תאריך קניה","מס חשבונית","סיבת החזרה"
1,HP101Z,"ראש דיו שחור HP 650 CZ101AE",1,22/06/2020,447574,"מוצר פגום"
2,F6U18AE,"ראש דיו צהוב HP 953XL F6U18AE",1,15/07/2020,449105,"מוצר פגום"
3,F6U17AE,"ראש דיו אדום HP 953XL F6U17AE",1,15/07/2020,449105,"מוצר פגום"
