מספר,מקט,"תאור פריט",כמות,"תאריך קניה","מס חשבונית","סיבת החזרה"
1,,"טונר סמסונג מג’נטה CLT-M506L 3.5K SU307A",1,24/06/2020,447825,"הזמנה בוטלה ע""י לקוח"
2,SU517A,"טונר סמסונג צהוב CLT-Y506L 3.5K SU517A",1,24/06/2020,447825,"הזמנה בוטלה ע""י לקוח"
3,SU040A,"טונר סמסונג כחול CLT-C506L 3.5K SU040A",1,24/06/2020,447825,"הזמנה בוטלה ע""י לקוח"
4,SU173A,"טונר סמסונג שחור CLT-K506L 6K SU173A",1,24/06/2020,447825,"הזמנה בוטלה ע""י לקוח"
